tone	duration	order1	voice	order2	tonx	tony	abs.tone	rel.tone	tonx_m1	tony_m1	abs.tone_m1	rel.tone_m1	tonx_m2	tony_m2	abs.tone_m2	rel.tone_m2	tonx_p1	tony_p1	abs.tone_p1	rel.tone_p1	tonx_p2	tony_p2	abs.tone_p2	rel.tone_p2
D4	2	682	strings_v3	1715	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	3	11	36	11
D4	2	682	strings_v3	1716	5	9	30	5	5	9	30	5	5	9	30	5	3	11	36	11	3	11	36	11
Gs4	2	683	strings_v3	1717	3	11	36	11	5	9	30	5	5	9	30	5	3	11	36	11	3	11	36	11
Gs4	2	683	strings_v3	1718	3	11	36	11	3	11	36	11	5	9	30	5	3	11	36	11	3	11	36	11
Gs4	2	684	strings_v3	1719	3	11	36	11	3	11	36	11	3	11	36	11	3	11	36	11	5	9	30	5
Gs4	2	684	strings_v3	1720	3	11	36	11	3	11	36	11	3	11	36	11	5	9	30	5	5	9	30	5
D4	2	685	strings_v3	1721	5	9	30	5	3	11	36	11	3	11	36	11	5	9	30	5	5	9	30	5
D4	2	685	strings_v3	1722	5	9	30	5	5	9	30	5	3	11	36	11	5	9	30	5	5	9	30	5
D4	2	686	strings_v3	1723	5	9	30	5	5	9	30	5	5	9	30	5	5	9	30	5	3	11	36	11
D4	2	686	strings_v3	1724	5	9	30	5	5	9	30	5	5	9	30	5	3	11	36	11	3	11	36	11
Gs4	2	687	strings_v3	1725	3	11	36	11	5	9	30	5	5	9	30	5	3	11	36	11	3	11	36	11
Gs4	2	687	strings_v3	1726	3	11	36	11	3	11	36	11	5	9	30	5	3	11	36	11	3	11	36	11
Gs4	2	688	strings_v3	1727	3	11	36	11	3	11	36	11	3	11	36	11	3	11	36	11	3	9	29	4
Gs4	2	688	strings_v3	1728	3	11	36	11	3	11	36	11	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	690	strings_v3	1729	3	9	29	4	3	11	36	11	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	690	strings_v3	1730	3	9	29	4	3	9	29	4	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	691	strings_v3	1731	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	2	12	39	2
Cs4	2	691	strings_v3	1732	3	9	29	4	3	9	29	4	3	9	29	4	2	12	39	2	2	12	39	2
B4	2	692	strings_v3	1733	2	12	39	2	3	9	29	4	3	9	29	4	2	12	39	2	2	12	39	2
B4	2	692	strings_v3	1734	2	12	39	2	2	12	39	2	3	9	29	4	2	12	39	2	2	12	39	2
B4	2	693	strings_v3	1735	2	12	39	2	2	12	39	2	2	12	39	2	2	12	39	2	3	9	29	4
B4	2	693	strings_v3	1736	2	12	39	2	2	12	39	2	2	12	39	2	3	9	29	4	3	9	29	4
Cs4	2	694	strings_v3	1737	3	9	29	4	2	12	39	2	2	12	39	2	3	9	29	4	3	9	29	4
Cs4	2	694	strings_v3	1738	3	9	29	4	3	9	29	4	2	12	39	2	3	9	29	4	3	9	29	4
Cs4	2	695	strings_v3	1739	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	2	12	39	2
Cs4	2	695	strings_v3	1740	3	9	29	4	3	9	29	4	3	9	29	4	2	12	39	2	2	12	39	2
B4	2	696	strings_v3	1741	2	12	39	2	3	9	29	4	3	9	29	4	2	12	39	2	2	12	39	2
B4	2	696	strings_v3	1742	2	12	39	2	2	12	39	2	3	9	29	4	2	12	39	2	2	12	39	2
B4	2	697	strings_v3	1743	2	12	39	2	2	12	39	2	2	12	39	2	2	12	39	2	3	9	29	4
B4	2	697	strings_v3	1744	2	12	39	2	2	12	39	2	2	12	39	2	3	9	29	4	3	9	29	4
Cs4	2	699	strings_v3	1745	3	9	29	4	2	12	39	2	2	12	39	2	3	9	29	4	3	9	29	4
Cs4	2	699	strings_v3	1746	3	9	29	4	3	9	29	4	2	12	39	2	3	9	29	4	3	9	29	4
Cs4	2	700	strings_v3	1747	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	3	11	36	11
Cs4	2	700	strings_v3	1748	3	9	29	4	3	9	29	4	3	9	29	4	3	11	36	11	3	11	36	11
Gs4	2	701	strings_v3	1749	3	11	36	11	3	9	29	4	3	9	29	4	3	11	36	11	3	11	36	11
Gs4	2	701	strings_v3	1750	3	11	36	11	3	11	36	11	3	9	29	4	3	11	36	11	3	11	36	11
Gs4	2	702	strings_v3	1751	3	11	36	11	3	11	36	11	3	11	36	11	3	11	36	11	3	9	29	4
Gs4	2	702	strings_v3	1752	3	11	36	11	3	11	36	11	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	703	strings_v3	1753	3	9	29	4	3	11	36	11	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	703	strings_v3	1754	3	9	29	4	3	9	29	4	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	704	strings_v3	1755	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	3	11	36	11
Cs4	2	704	strings_v3	1756	3	9	29	4	3	9	29	4	3	9	29	4	3	11	36	11	3	11	36	11
Gs4	2	705	strings_v3	1757	3	11	36	11	3	9	29	4	3	9	29	4	3	11	36	11	3	11	36	11
Gs4	2	705	strings_v3	1758	3	11	36	11	3	11	36	11	3	9	29	4	3	11	36	11	3	11	36	11
Gs4	2	706	strings_v3	1759	3	11	36	11	3	11	36	11	3	11	36	11	3	11	36	11	3	9	29	4
Gs4	2	706	strings_v3	1760	3	11	36	11	3	11	36	11	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	708	strings_v3	1761	3	9	29	4	3	11	36	11	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	708	strings_v3	1762	3	9	29	4	3	9	29	4	3	11	36	11	3	9	29	4	3	9	29	4
Cs4	2	709	strings_v3	1763	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	1	11	35	10
Cs4	2	709	strings_v3	1764	3	9	29	4	3	9	29	4	3	9	29	4	1	11	35	10	1	11	35	10
G4	2	710	strings_v3	1765	1	11	35	10	3	9	29	4	3	9	29	4	1	11	35	10	1	11	35	10
G4	2	710	strings_v3	1766	1	11	35	10	1	11	35	10	3	9	29	4	1	11	35	10	1	11	35	10
G4	2	711	strings_v3	1767	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	3	9	29	4
G4	2	711	strings_v3	1768	1	11	35	10	1	11	35	10	1	11	35	10	3	9	29	4	3	9	29	4
Cs4	2	712	strings_v3	1769	3	9	29	4	1	11	35	10	1	11	35	10	3	9	29	4	3	9	29	4
Cs4	2	712	strings_v3	1770	3	9	29	4	3	9	29	4	1	11	35	10	3	9	29	4	3	9	29	4
Cs4	2	713	strings_v3	1771	3	9	29	4	3	9	29	4	3	9	29	4	3	9	29	4	1	11	35	10
Cs4	2	713	strings_v3	1772	3	9	29	4	3	9	29	4	3	9	29	4	1	11	35	10	1	11	35	10
G4	2	714	strings_v3	1773	1	11	35	10	3	9	29	4	3	9	29	4	1	11	35	10	1	11	35	10
G4	2	714	strings_v3	1774	1	11	35	10	1	11	35	10	3	9	29	4	1	11	35	10	1	11	35	10
G4	2	715	strings_v3	1775	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	1	9	28	3
G4	2	715	strings_v3	1776	1	11	35	10	1	11	35	10	1	11	35	10	1	9	28	3	1	9	28	3
C4	2	717	strings_v3	1777	1	9	28	3	1	11	35	10	1	11	35	10	1	9	28	3	1	9	28	3
C4	2	717	strings_v3	1778	1	9	28	3	1	9	28	3	1	11	35	10	1	9	28	3	1	9	28	3
C4	2	718	strings_v3	1779	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	6	10	34	9
C4	2	718	strings_v3	1780	1	9	28	3	1	9	28	3	1	9	28	3	6	10	34	9	6	10	34	9
Fs4	2	719	strings_v3	1781	6	10	34	9	1	9	28	3	1	9	28	3	6	10	34	9	6	10	34	9
Fs4	2	719	strings_v3	1782	6	10	34	9	6	10	34	9	1	9	28	3	6	10	34	9	6	10	34	9
Fs4	2	720	strings_v3	1783	6	10	34	9	6	10	34	9	6	10	34	9	6	10	34	9	1	9	28	3
Fs4	2	720	strings_v3	1784	6	10	34	9	6	10	34	9	6	10	34	9	1	9	28	3	1	9	28	3
C4	2	721	strings_v3	1785	1	9	28	3	6	10	34	9	6	10	34	9	1	9	28	3	1	9	28	3
C4	2	721	strings_v3	1786	1	9	28	3	1	9	28	3	6	10	34	9	1	9	28	3	1	9	28	3
C4	2	722	strings_v3	1787	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	6	10	34	9
C4	2	722	strings_v3	1788	1	9	28	3	1	9	28	3	1	9	28	3	6	10	34	9	6	10	34	9
Fs4	2	723	strings_v3	1789	6	10	34	9	1	9	28	3	1	9	28	3	6	10	34	9	6	10	34	9
Fs4	2	723	strings_v3	1790	6	10	34	9	6	10	34	9	1	9	28	3	6	10	34	9	6	10	34	9
Fs4	2	724	strings_v3	1791	6	10	34	9	6	10	34	9	6	10	34	9	6	10	34	9	6	8	27	2
Fs4	2	724	strings_v3	1792	6	10	34	9	6	10	34	9	6	10	34	9	6	8	27	2	6	8	27	2
B3	2	726	strings_v3	1793	6	8	27	2	6	10	34	9	6	10	34	9	6	8	27	2	6	8	27	2
B3	2	726	strings_v3	1794	6	8	27	2	6	8	27	2	6	10	34	9	6	8	27	2	6	8	27	2
B3	2	727	strings_v3	1795	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	5	11	37	12
B3	2	727	strings_v3	1796	6	8	27	2	6	8	27	2	6	8	27	2	5	11	37	12	5	11	37	12
A4	2	728	strings_v3	1797	5	11	37	12	6	8	27	2	6	8	27	2	5	11	37	12	5	11	37	12
A4	2	728	strings_v3	1798	5	11	37	12	5	11	37	12	6	8	27	2	5	11	37	12	5	11	37	12
A4	2	729	strings_v3	1799	5	11	37	12	5	11	37	12	5	11	37	12	5	11	37	12	6	8	27	2
A4	2	729	strings_v3	1800	5	11	37	12	5	11	37	12	5	11	37	12	6	8	27	2	6	8	27	2
B3	2	730	strings_v3	1801	6	8	27	2	5	11	37	12	5	11	37	12	6	8	27	2	6	8	27	2
B3	2	730	strings_v3	1802	6	8	27	2	6	8	27	2	5	11	37	12	6	8	27	2	6	8	27	2
B3	2	731	strings_v3	1803	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	5	11	37	12
B3	2	731	strings_v3	1804	6	8	27	2	6	8	27	2	6	8	27	2	5	11	37	12	5	11	37	12
A4	2	732	strings_v3	1805	5	11	37	12	6	8	27	2	6	8	27	2	5	11	37	12	5	11	37	12
A4	2	732	strings_v3	1806	5	11	37	12	5	11	37	12	6	8	27	2	5	11	37	12	5	11	37	12
A4	2	733	strings_v3	1807	5	11	37	12	5	11	37	12	5	11	37	12	5	11	37	12	2	8	25	12
A4	2	733	strings_v3	1808	5	11	37	12	5	11	37	12	5	11	37	12	2	8	25	12	2	8	25	12
A3	2	735	strings_v3	1809	2	8	25	12	5	11	37	12	5	11	37	12	2	8	25	12	2	8	25	12
A3	2	735	strings_v3	1810	2	8	25	12	2	8	25	12	5	11	37	12	2	8	25	12	2	8	25	12
A3	2	736	strings_v3	1811	2	8	25	12	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9
A3	2	736	strings_v3	1812	2	8	25	12	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	737	strings_v3	1813	6	10	34	9	2	8	25	12	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	737	strings_v3	1814	6	10	34	9	6	10	34	9	2	8	25	12	6	10	34	9	6	10	34	9
Fs4	2	738	strings_v3	1815	6	10	34	9	6	10	34	9	6	10	34	9	6	10	34	9	7	9	31	6
Fs4	2	738	strings_v3	1816	6	10	34	9	6	10	34	9	6	10	34	9	7	9	31	6	7	9	31	6
Ds4	4	739	strings_v3	1817	7	9	31	6	6	10	34	9	6	10	34	9	7	9	31	6	7	9	31	6
Ds4	4	739	strings_v3	1818	7	9	31	6	7	9	31	6	6	10	34	9	7	9	31	6	7	9	31	6
Ds4	4	739	strings_v3	1819	7	9	31	6	7	9	31	6	7	9	31	6	7	9	31	6	1	9	28	3
Ds4	4	739	strings_v3	1820	7	9	31	6	7	9	31	6	7	9	31	6	1	9	28	3	1	9	28	3
C4	2	740	strings_v3	1821	1	9	28	3	7	9	31	6	7	9	31	6	1	9	28	3	6	8	27	2
C4	2	740	strings_v3	1822	1	9	28	3	1	9	28	3	7	9	31	6	6	8	27	2	6	8	27	2
B3	2	742	strings_v3	1823	6	8	27	2	1	9	28	3	1	9	28	3	6	8	27	2	6	8	27	2
B3	2	742	strings_v3	1824	6	8	27	2	6	8	27	2	1	9	28	3	6	8	27	2	6	8	27	2
B3	4	744	strings_v3	1825	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	4	744	strings_v3	1826	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	4	744	strings_v3	1827	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	1	9	28	3
B3	4	744	strings_v3	1828	6	8	27	2	6	8	27	2	6	8	27	2	1	9	28	3	1	9	28	3
C4	2	745	strings_v3	1829	1	9	28	3	6	8	27	2	6	8	27	2	1	9	28	3	6	8	27	2
C4	2	745	strings_v3	1830	1	9	28	3	1	9	28	3	6	8	27	2	6	8	27	2	6	8	27	2
B3	2	746	strings_v3	1831	6	8	27	2	1	9	28	3	1	9	28	3	6	8	27	2	6	8	27	2
B3	2	746	strings_v3	1832	6	8	27	2	6	8	27	2	1	9	28	3	6	8	27	2	6	8	27	2
B3	4	747	strings_v3	1833	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	4	747	strings_v3	1834	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	4	747	strings_v3	1835	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	1	9	28	3
B3	4	747	strings_v3	1836	6	8	27	2	6	8	27	2	6	8	27	2	1	9	28	3	1	9	28	3
C4	2	748	strings_v3	1837	1	9	28	3	6	8	27	2	6	8	27	2	1	9	28	3	6	8	27	2
C4	2	748	strings_v3	1838	1	9	28	3	1	9	28	3	6	8	27	2	6	8	27	2	6	8	27	2
B3	2	749	strings_v3	1839	6	8	27	2	1	9	28	3	1	9	28	3	6	8	27	2	6	8	27	2
B3	2	749	strings_v3	1840	6	8	27	2	6	8	27	2	1	9	28	3	6	8	27	2	6	8	27	2
B3	4	751	strings_v3	1841	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	4	751	strings_v3	1842	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2
B3	4	751	strings_v3	1843	6	8	27	2	6	8	27	2	6	8	27	2	6	8	27	2	1	11	35	10
B3	4	751	strings_v3	1844	6	8	27	2	6	8	27	2	6	8	27	2	1	11	35	10	1	11	35	10
G4	4	752	strings_v3	1845	1	11	35	10	6	8	27	2	6	8	27	2	1	11	35	10	1	11	35	10
G4	4	752	strings_v3	1846	1	11	35	10	1	11	35	10	6	8	27	2	1	11	35	10	1	11	35	10
G4	4	752	strings_v3	1847	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10
G4	4	752	strings_v3	1848	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10
G4	2	754	strings_v3	1853	1	11	35	10	1	11	35	10	1	11	35	10	1	11	35	10	6	10	34	9
G4	2	754	strings_v3	1854	1	11	35	10	1	11	35	10	1	11	35	10	6	10	34	9	6	10	34	9
Fs4	2	755	strings_v3	1855	6	10	34	9	1	11	35	10	1	11	35	10	6	10	34	9	2	10	32	7
Fs4	2	755	strings_v3	1856	6	10	34	9	6	10	34	9	1	11	35	10	2	10	32	7	2	10	32	7
E4	4	757	strings_v3	1857	2	10	32	7	6	10	34	9	6	10	34	9	2	10	32	7	2	10	32	7
E4	4	757	strings_v3	1858	2	10	32	7	2	10	32	7	6	10	34	9	2	10	32	7	2	10	32	7
E4	4	757	strings_v3	1859	2	10	32	7	2	10	32	7	2	10	32	7	2	10	32	7	2	10	32	7
E4	4	757	strings_v3	1860	2	10	32	7	2	10	32	7	2	10	32	7	2	10	32	7	2	10	32	7
E4	2	758	strings_v3	1861	2	10	32	7	2	10	32	7	2	10	32	7	2	10	32	7	5	9	30	5
E4	2	758	strings_v3	1862	2	10	32	7	2	10	32	7	2	10	32	7	5	9	30	5	5	9	30	5
D4	2	759	strings_v3	1863	5	9	30	5	2	10	32	7	2	10	32	7	5	9	30	5	1	9	28	3
D4	2	759	strings_v3	1864	5	9	30	5	5	9	30	5	2	10	32	7	1	9	28	3	1	9	28	3
C4	4	760	strings_v3	1865	1	9	28	3	5	9	30	5	5	9	30	5	1	9	28	3	1	9	28	3
C4	4	760	strings_v3	1866	1	9	28	3	1	9	28	3	5	9	30	5	1	9	28	3	1	9	28	3
C4	4	760	strings_v3	1867	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3
C4	4	760	strings_v3	1868	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3
C4	2	761	strings_v3	1869	1	9	28	3	1	9	28	3	1	9	28	3	1	9	28	3	6	8	27	2
C4	2	761	strings_v3	1870	1	9	28	3	1	9	28	3	1	9	28	3	6	8	27	2	6	8	27	2
B3	2	762	strings_v3	1871	6	8	27	2	1	9	28	3	1	9	28	3	6	8	27	2	2	8	25	12
B3	2	762	strings_v3	1872	6	8	27	2	6	8	27	2	1	9	28	3	2	8	25	12	2	8	25	12
A3	2	764	strings_v3	1873	2	8	25	12	6	8	27	2	6	8	27	2	2	8	25	12	6	8	27	2
A3	2	764	strings_v3	1874	2	8	25	12	2	8	25	12	6	8	27	2	6	8	27	2	6	8	27	2
B3	2	765	strings_v3	1875	6	8	27	2	2	8	25	12	2	8	25	12	6	8	27	2	1	9	28	3
B3	2	765	strings_v3	1876	6	8	27	2	6	8	27	2	2	8	25	12	1	9	28	3	1	9	28	3
C4	2	766	strings_v3	1877	1	9	28	3	6	8	27	2	6	8	27	2	1	9	28	3	6	8	27	2
C4	2	766	strings_v3	1878	1	9	28	3	1	9	28	3	6	8	27	2	6	8	27	2	6	8	27	2
B3	2	767	strings_v3	1879	6	8	27	2	1	9	28	3	1	9	28	3	6	8	27	2	2	8	25	12
B3	2	767	strings_v3	1880	6	8	27	2	6	8	27	2	1	9	28	3	2	8	25	12	2	8	25	12
A3	2	768	strings_v3	1881	2	8	25	12	6	8	27	2	6	8	27	2	2	8	25	12	4	8	26	1
A3	2	768	strings_v3	1882	2	8	25	12	2	8	25	12	6	8	27	2	4	8	26	1	4	8	26	1
Bf3	2	769	strings_v3	1883	4	8	26	1	2	8	25	12	2	8	25	12	4	8	26	1	5	7	23	10
Bf3	2	769	strings_v3	1884	4	8	26	1	4	8	26	1	2	8	25	12	5	7	23	10	5	7	23	10
G3	2	770	strings_v3	1885	5	7	23	10	4	8	26	1	4	8	26	1	5	7	23	10	2	8	25	12
G3	2	770	strings_v3	1886	5	7	23	10	5	7	23	10	4	8	26	1	2	8	25	12	2	8	25	12
A3	2	771	strings_v3	1887	2	8	25	12	5	7	23	10	5	7	23	10	2	8	25	12	1	7	21	8
A3	2	771	strings_v3	1888	2	8	25	12	2	8	25	12	5	7	23	10	1	7	21	8	1	7	21	8
F3	2	773	strings_v3	1889	1	7	21	8	2	8	25	12	2	8	25	12	1	7	21	8	2	8	25	12
F3	2	773	strings_v3	1890	1	7	21	8	1	7	21	8	2	8	25	12	2	8	25	12	2	8	25	12
A3	2	774	strings_v3	1891	2	8	25	12	1	7	21	8	1	7	21	8	2	8	25	12	5	9	30	5
A3	2	774	strings_v3	1892	2	8	25	12	2	8	25	12	1	7	21	8	5	9	30	5	5	9	30	5
D4	2	775	strings_v3	1893	5	9	30	5	2	8	25	12	2	8	25	12	5	9	30	5	1	7	21	8
D4	2	775	strings_v3	1894	5	9	30	5	5	9	30	5	2	8	25	12	1	7	21	8	1	7	21	8
F3	2	776	strings_v3	1895	1	7	21	8	5	9	30	5	5	9	30	5	1	7	21	8	6	6	20	7
F3	2	776	strings_v3	1896	1	7	21	8	1	7	21	8	5	9	30	5	6	6	20	7	6	6	20	7
E3	2	777	strings_v3	1897	6	6	20	7	1	7	21	8	1	7	21	8	6	6	20	7	5	7	23	10
E3	2	777	strings_v3	1898	6	6	20	7	6	6	20	7	1	7	21	8	5	7	23	10	5	7	23	10
G3	2	778	strings_v3	1899	5	7	23	10	6	6	20	7	6	6	20	7	5	7	23	10	3	9	29	4
G3	2	778	strings_v3	1900	5	7	23	10	5	7	23	10	6	6	20	7	3	9	29	4	3	9	29	4
Cs4	2	779	strings_v3	1901	3	9	29	4	5	7	23	10	5	7	23	10	3	9	29	4	6	6	20	7
Cs4	2	779	strings_v3	1902	3	9	29	4	3	9	29	4	5	7	23	10	6	6	20	7	6	6	20	7
E3	2	780	strings_v3	1903	6	6	20	7	3	9	29	4	3	9	29	4	6	6	20	7	2	6	18	5
E3	2	780	strings_v3	1904	6	6	20	7	6	6	20	7	3	9	29	4	2	6	18	5	2	6	18	5
D3	2	782	strings_v3	1905	2	6	18	5	6	6	20	7	6	6	20	7	2	6	18	5	2	8	25	12
D3	2	782	strings_v3	1906	2	6	18	5	2	6	18	5	6	6	20	7	2	8	25	12	2	8	25	12
A3	2	783	strings_v3	1907	2	8	25	12	2	6	18	5	2	6	18	5	2	8	25	12	6	8	27	2
A3	2	783	strings_v3	1908	2	8	25	12	2	8	25	12	2	6	18	5	6	8	27	2	6	8	27	2
B3	2	784	strings_v3	1909	6	8	27	2	2	8	25	12	2	8	25	12	6	8	27	2	3	9	29	4
B3	2	784	strings_v3	1910	6	8	27	2	6	8	27	2	2	8	25	12	3	9	29	4	3	9	29	4
Cs4	2	785	strings_v3	1911	3	9	29	4	6	8	27	2	6	8	27	2	3	9	29	4	5	9	30	5
Cs4	2	785	strings_v3	1912	3	9	29	4	3	9	29	4	6	8	27	2	5	9	30	5	5	9	30	5
D4	2	786	strings_v3	1913	5	9	30	5	3	9	29	4	3	9	29	4	5	9	30	5	2	8	25	12
D4	2	786	strings_v3	1914	5	9	30	5	5	9	30	5	3	9	29	4	2	8	25	12	2	8	25	12
A3	2	787	strings_v3	1915	2	8	25	12	5	9	30	5	5	9	30	5	2	8	25	12	5	9	30	5
A3	2	787	strings_v3	1916	2	8	25	12	2	8	25	12	5	9	30	5	5	9	30	5	5	9	30	5
D4	2	788	strings_v3	1917	5	9	30	5	2	8	25	12	2	8	25	12	5	9	30	5	2	10	32	7
D4	2	788	strings_v3	1918	5	9	30	5	5	9	30	5	2	8	25	12	2	10	32	7	2	10	32	7
E4	2	789	strings_v3	1919	2	10	32	7	5	9	30	5	5	9	30	5	2	10	32	7	4	10	33	8
E4	2	789	strings_v3	1920	2	10	32	7	2	10	32	7	5	9	30	5	4	10	33	8	4	10	33	8
F4	2	791	strings_v3	1921	4	10	33	8	2	10	32	7	2	10	32	7	4	10	33	8	5	9	30	5
F4	2	791	strings_v3	1922	4	10	33	8	4	10	33	8	2	10	32	7	5	9	30	5	5	9	30	5
D4	2	792	strings_v3	1923	5	9	30	5	4	10	33	8	4	10	33	8	5	9	30	5	2	10	32	7
D4	2	792	strings_v3	1924	5	9	30	5	5	9	30	5	4	10	33	8	2	10	32	7	2	10	32	7
E4	2	793	strings_v3	1925	2	10	32	7	5	9	30	5	5	9	30	5	2	10	32	7	6	10	34	9
E4	2	793	strings_v3	1926	2	10	32	7	2	10	32	7	5	9	30	5	6	10	34	9	6	10	34	9
Fs4	2	794	strings_v3	1927	6	10	34	9	2	10	32	7	2	10	32	7	6	10	34	9	1	11	35	10
Fs4	2	794	strings_v3	1928	6	10	34	9	6	10	34	9	2	10	32	7	1	11	35	10	1	11	35	10
G4	2	795	strings_v3	1929	1	11	35	10	6	10	34	9	6	10	34	9	1	11	35	10	5	9	30	5
G4	2	795	strings_v3	1930	1	11	35	10	1	11	35	10	6	10	34	9	5	9	30	5	5	9	30	5
D4	2	796	strings_v3	1931	5	9	30	5	1	11	35	10	1	11	35	10	5	9	30	5	1	11	35	10
D4	2	796	strings_v3	1932	5	9	30	5	5	9	30	5	1	11	35	10	1	11	35	10	1	11	35	10
G4	2	797	strings_v3	1933	1	11	35	10	5	9	30	5	5	9	30	5	1	11	35	10	5	11	37	12
G4	2	797	strings_v3	1934	1	11	35	10	1	11	35	10	5	9	30	5	5	11	37	12	5	11	37	12
A4	2	798	strings_v3	1935	5	11	37	12	1	11	35	10	1	11	35	10	5	11	37	12	7	11	38	1
A4	2	798	strings_v3	1936	5	11	37	12	5	11	37	12	1	11	35	10	7	11	38	1	7	11	38	1
Bf4	4	800	strings_v3	1937	7	11	38	1	5	11	37	12	5	11	37	12	7	11	38	1	7	11	38	1
Bf4	4	800	strings_v3	1938	7	11	38	1	7	11	38	1	5	11	37	12	7	11	38	1	7	11	38	1
Bf4	4	800	strings_v3	1939	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	5	7	23	10
Bf4	4	800	strings_v3	1940	7	11	38	1	7	11	38	1	7	11	38	1	5	7	23	10	5	7	23	10
G3	4	801	strings_v3	1941	5	7	23	10	7	11	38	1	7	11	38	1	5	7	23	10	5	7	23	10
G3	4	801	strings_v3	1942	5	7	23	10	5	7	23	10	7	11	38	1	5	7	23	10	5	7	23	10
G3	4	801	strings_v3	1943	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12
G3	4	801	strings_v3	1944	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	2	803	strings_v3	1949	2	8	25	12	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10
A3	2	803	strings_v3	1950	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	804	strings_v3	1951	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	2	804	strings_v3	1952	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	806	strings_v3	1953	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	4	806	strings_v3	1954	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	4	806	strings_v3	1955	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12
G3	4	806	strings_v3	1956	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	2	807	strings_v3	1957	2	8	25	12	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10
A3	2	807	strings_v3	1958	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10	5	7	23	10
G3	2	808	strings_v3	1959	5	7	23	10	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10
G3	2	808	strings_v3	1960	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10	5	7	23	10
G3	4	809	strings_v3	1961	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	4	809	strings_v3	1962	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10
G3	4	809	strings_v3	1963	5	7	23	10	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12
G3	4	809	strings_v3	1964	5	7	23	10	5	7	23	10	5	7	23	10	2	8	25	12	2	8	25	12
A3	2	810	strings_v3	1965	2	8	25	12	5	7	23	10	5	7	23	10	2	8	25	12	5	7	23	10
A3	2	810	strings_v3	1966	2	8	25	12	2	8	25	12	5	7	23	10	5	7	23	10	5	7	23	10
