tone	duration	order1	voice	order2	tonx	tony	abs.tone	rel.tone	tonx_m1	tony_m1	abs.tone_m1	rel.tone_m1	tonx_m2	tony_m2	abs.tone_m2	rel.tone_m2	tonx_p1	tony_p1	abs.tone_p1	rel.tone_p1	tonx_p2	tony_p2	abs.tone_p2	rel.tone_p2
C5	16	75	wind_v2a	497	4	12	40	3	1	13	42	5	1	13	42	5	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	498	4	12	40	3	4	12	40	3	1	13	42	5	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	499	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	500	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	501	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	502	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	503	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	504	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	505	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	506	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	507	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	508	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	509	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	510	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3
C5	16	75	wind_v2a	511	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	7	11	38	1
C5	16	75	wind_v2a	512	4	12	40	3	4	12	40	3	4	12	40	3	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	513	7	11	38	1	4	12	40	3	4	12	40	3	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	514	7	11	38	1	7	11	38	1	4	12	40	3	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	515	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	516	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	517	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	518	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	519	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	520	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	521	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	522	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	523	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	524	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	525	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	526	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1
Bf4	16	77	wind_v2a	527	7	11	38	1	7	11	38	1	7	11	38	1	7	11	38	1	3	15	50	1
Bf4	16	77	wind_v2a	528	7	11	38	1	7	11	38	1	7	11	38	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	529	3	15	50	1	7	11	38	1	7	11	38	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	530	3	15	50	1	3	15	50	1	7	11	38	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	531	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	532	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	533	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	534	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	535	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	536	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	537	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	538	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	539	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	540	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	541	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	542	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	543	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	79	wind_v2a	544	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	545	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	546	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	547	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	548	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	549	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	550	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	551	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	552	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	553	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	554	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	555	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	556	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	557	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	558	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	559	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	82	wind_v2a	560	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	561	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	562	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	563	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	564	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	565	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	566	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	567	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	568	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	569	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	570	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	571	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	572	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	573	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	574	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	575	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	85	wind_v2a	576	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	577	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	578	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	579	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	580	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	581	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	582	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	583	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	584	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	585	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	586	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	587	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	588	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	589	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	590	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	88	wind_v2a	591	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12
Bf5	16	88	wind_v2a	592	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	593	1	15	49	12	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	594	1	15	49	12	1	15	49	12	3	15	50	1	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	595	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	596	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	597	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	598	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	599	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	600	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	601	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	602	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	603	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	604	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	605	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	606	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	91	wind_v2a	607	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	3	15	50	1
A5	16	91	wind_v2a	608	1	15	49	12	1	15	49	12	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	8	93	wind_v2a	609	3	15	50	1	1	15	49	12	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	8	93	wind_v2a	610	3	15	50	1	3	15	50	1	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	8	93	wind_v2a	611	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	8	93	wind_v2a	612	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	8	93	wind_v2a	613	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	8	93	wind_v2a	614	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	8	93	wind_v2a	615	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	4	14	47	10
Bf5	8	93	wind_v2a	616	3	15	50	1	3	15	50	1	3	15	50	1	4	14	47	10	4	14	47	10
G5	8	94	wind_v2a	617	4	14	47	10	3	15	50	1	3	15	50	1	4	14	47	10	4	14	47	10
G5	8	94	wind_v2a	618	4	14	47	10	4	14	47	10	3	15	50	1	4	14	47	10	4	14	47	10
G5	8	94	wind_v2a	619	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	8	94	wind_v2a	620	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	8	94	wind_v2a	621	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	8	94	wind_v2a	622	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	8	94	wind_v2a	623	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	1	15	49	12
G5	8	94	wind_v2a	624	4	14	47	10	4	14	47	10	4	14	47	10	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	625	1	15	49	12	4	14	47	10	4	14	47	10	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	626	1	15	49	12	1	15	49	12	4	14	47	10	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	627	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	628	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	629	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	630	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	631	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	632	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	633	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	634	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	635	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	636	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	637	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	638	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	16	96	wind_v2a	639	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	3	15	50	1
A5	16	96	wind_v2a	640	1	15	49	12	1	15	49	12	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	641	3	15	50	1	1	15	49	12	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	642	3	15	50	1	3	15	50	1	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	643	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	644	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	645	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	646	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	647	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	648	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	649	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	650	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	651	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	652	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	653	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	654	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	98	wind_v2a	655	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12
Bf5	16	98	wind_v2a	656	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	4	100	wind_v2a	657	1	15	49	12	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	4	100	wind_v2a	658	1	15	49	12	1	15	49	12	3	15	50	1	1	15	49	12	1	15	49	12
A5	4	100	wind_v2a	659	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	4	12	40	3
A5	4	100	wind_v2a	660	1	15	49	12	1	15	49	12	1	15	49	12	4	12	40	3	4	12	40	3
C5	4	102	wind_v2a	665	4	12	40	3	1	15	49	12	1	15	49	12	4	12	40	3	4	12	40	3
C5	4	102	wind_v2a	666	4	12	40	3	4	12	40	3	1	15	49	12	4	12	40	3	4	12	40	3
C5	4	102	wind_v2a	667	4	12	40	3	4	12	40	3	4	12	40	3	4	12	40	3	4	14	47	10
C5	4	102	wind_v2a	668	4	12	40	3	4	12	40	3	4	12	40	3	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	977	4	14	47	10	4	12	40	3	4	12	40	3	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	978	4	14	47	10	4	14	47	10	4	12	40	3	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	979	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	980	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	981	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	982	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	983	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	984	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	985	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	986	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	987	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	988	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	989	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	990	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10
G5	16	145	wind_v2a	991	4	14	47	10	4	14	47	10	4	14	47	10	4	14	47	10	3	15	50	1
G5	16	145	wind_v2a	992	4	14	47	10	4	14	47	10	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	993	3	15	50	1	4	14	47	10	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	994	3	15	50	1	3	15	50	1	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	995	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	996	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	997	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	998	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	999	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1000	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1001	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1002	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1003	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1004	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1005	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1006	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1007	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	148	wind_v2a	1008	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1009	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1010	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1011	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1012	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1013	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1014	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1015	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1016	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1017	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1018	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1019	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1020	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1021	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1022	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1
Bf5	16	150	wind_v2a	1023	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12
Bf5	16	150	wind_v2a	1024	3	15	50	1	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1025	1	15	49	12	3	15	50	1	3	15	50	1	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1026	1	15	49	12	1	15	49	12	3	15	50	1	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1027	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1028	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1029	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1030	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1031	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1032	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1033	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1034	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1035	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1036	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12
A5	14	153	wind_v2a	1037	1	15	49	12	1	15	49	12	1	15	49	12	1	15	49	12	4	14	47	10
A5	14	153	wind_v2a	1038	1	15	49	12	1	15	49	12	1	15	49	12	4	14	47	10	1	15	49	12
G5	1	154	wind_v2a	1039	4	14	47	10	1	15	49	12	1	15	49	12	1	15	49	12	3	15	50	1
A5	1	155	wind_v2a	1040	1	15	49	12	4	14	47	10	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	4	157	wind_v2a	1041	3	15	50	1	1	15	49	12	4	14	47	10	3	15	50	1	3	15	50	1
Bf5	4	157	wind_v2a	1042	3	15	50	1	3	15	50	1	1	15	49	12	3	15	50	1	3	15	50	1
Bf5	4	157	wind_v2a	1043	3	15	50	1	3	15	50	1	3	15	50	1	3	15	50	1	7	13	45	8
Bf5	4	157	wind_v2a	1044	3	15	50	1	3	15	50	1	3	15	50	1	7	13	45	8	7	13	45	8
F5	4	163	wind_v2a	1073	7	13	45	8	3	15	50	1	3	15	50	1	7	13	45	8	7	13	45	8
F5	4	163	wind_v2a	1074	7	13	45	8	7	13	45	8	3	15	50	1	7	13	45	8	7	13	45	8
F5	4	163	wind_v2a	1075	7	13	45	8	7	13	45	8	7	13	45	8	7	13	45	8	4	14	47	10
F5	4	163	wind_v2a	1076	7	13	45	8	7	13	45	8	7	13	45	8	4	14	47	10	4	14	47	10
G5	4	165	wind_v2a	1081	4	14	47	10	7	13	45	8	7	13	45	8	4	14	47	10	4	14	47	10
